runtime_label	accounting_class	claim_layer	legitimacy_claim_type	legitimacy_status	mapped_external_source_count	mapped_external_source_ids	source_mapping_batch	source_mapping_status	design_provenance	productive_acceptance_eligible	note
PolarQuestionFrame	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; RENAME_INTERNAL_POLAR_PARTICLE_SCOPE_WRAPPER_REQUIRE_SOURCE_LINKED_PARTICLE_PROFILE	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
PoliteImperativeClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveClassifierNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R5	COMPLETE_WITH_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-SIO-2011-GE3,SRC-XIA-2025-CLASSIFIERS	CP021B-R32	POSSESSIVE_SUBTYPES_LINKED_DORMANT_DUPLICATE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveNominalFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-SIO-2011-GE3,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	COMPLETE_WITH_HEADLESS_NOMINAL_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveTransferClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-LI-LEE-2021-DATIVE,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R32	COMPONENTS_LINKED_EXACT_COMBINED_CLAUSE_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostThemeParticipantRelation	external_source_mapped	language	cantonese_language_claim	provisional	5	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	COMPLETE_WITH_BOUNDARIES		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostposedExistentialQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	EXACT_FORM_UNMAPPED_QUARANTINE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostverbalZoPerfectiveVP	external_source_mapped	language	cantonese_language_claim	provisional_reaudit	4	SRC-FAN-CHAN-2022,SRC-SIO-BOND-2025,SRC-SYBESMA-2013,SRC-YIP-MATTHEWS-2000-BASIC	CP022-P1-PFV01	PATTERN_SPECIFIC_MULTI_SOURCE_PROMOTION_CANDIDATE_RETROACTIVE_REVERIFICATION_REQUIRED		false	Prior productive status withdrawn. Existing mappings are leads pending independent source re-verification, manual example review, code-document comparison, and two-speaker review.
PotentialDirectionalVP	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_DIRECTIONAL_POTENTIAL_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PotentialResultVP	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_OVERT_RESULT_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PreferenceVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PriorityMarkerClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-SYBESMA-2013;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE;SRC-ZHOU-2018-POSTVERBAL-SIN1	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProductiveVO	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	VO_ORDER_LINKED_PRODUCTIVITY_UMBRELLA_DECOMPOSITION_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveDirectionalVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressivePlaceQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LIANG-MAI-2026-GRAMMAR-CODING	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressivePurposeClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LAM-BODOMO-2003-VERB-ORDER,SRC-MATTHEWS-2006-SVC	CP021B-R16	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveTransitivePredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveVP	external_source_mapped	language	cantonese_language_claim	research_pending	5	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT,SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveWhObjectQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-ALDERETE-ETAL-2017-SYNOPSIS	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProhibitiveFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHIN-2018-PROHIBITIVES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	COMPLETE_WITH_PROHIBITIVE_MARKER_MERGE_AND_DORMANT_DUPLICATE_RETIRE_BOUNDARY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProhibitiveImperative	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-CHIN-2018-PROHIBITIVES;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PurposePredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOR-2018-DIRECTIONALS,SRC-MATTHEWS-2006-SVC	CP021B-R16	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
QuantifiedClassifierNP	external_source_mapped	language	cantonese_language_claim	provisional	3	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS	CP021B-R5	COMPLETE_WITH_SPLIT_BOUNDARY		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
QuantifiedPersonNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	4	SRC-BOND-SIO-2024-CLASSIFIERS;SRC-WINTERSTEIN-ETAL-2023-NOMINAL-EXPRESSIONS;SRC-XIA-2025-CLASSIFIERS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R29	EXACT_HOU2DO1_JAN4_SOURCE_LINKED_ROLE_NEUTRAL_QUANTIFIED_NP_MERGE_AND_LEXICAL_LIST_NARROWING_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
QuantifiedTimeNP	external_source_mapped	language	cantonese_language_claim	research_pending	3	SRC-TANG-2024-CANTONESE-GRAMMAR-GUIDE,SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
QuantityNP	external_source_mapped	language	cantonese_language_claim	provisional	3	SRC-YIP-MATTHEWS-2000-BASIC;SRC-BOND-SIO-2024-CLASSIFIERS;SRC-XIA-2025-CLASSIFIERS	CP021B-R19	VISIBLE_HEAD_QUANTITY_NP_LINKED_BARE_AMOUNT_REALIGNMENT_REQUIRED		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ReduplicatedVP	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-LAM-2013-REDUPLICATION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R21	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
RelativeClauseNP	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-CHAN-ETAL-2018-RC,SRC-CHAN-MATTHEWS-YIP-2011-RC	CP021B-R11	COMPLETE_WITH_RC_SUBTYPE_AND_ANALYSIS_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
RepetitiveComplementVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOR-2013-FAAN1,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R21	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ReportedSpeech	external_source_mapped	language	cantonese_language_claim	provisional	5	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LUI-2025-REPORTED-THOUGHT,SRC-MATTHEWS-2021-COMPLEMENTIZER-PROBLEMS,SRC-YAP-WONG-CHOR-2014-STANCE,SRC-YEUNG-2006-WAA6-COMPLEMENTIZER	CP021B-R15	COMPLETE_WITH_LEXICAL_FUNCTIONAL_AND_ANALYSIS_SPLIT		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ResourceUseLaiFunctionRelation	external_source_mapped	language	cantonese_language_claim	provisional_reaudit	2	SRC-CHEUNG-2018-LAI,SRC-WONG-2023-LANGUAGE-SAMPLE	v0.5.181	DIRECT_RESOURCE_USE_LAI_PROFILE_SOURCE_LINKED_RETROACTIVE_REVERIFICATION_REQUIRED		false	Prior productive status withdrawn. Existing mappings are leads pending independent source re-verification, manual example review, code-document comparison, and two-speaker review.
RestorativeComplementVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOR-2013-FAAN1,SRC-CUHK-CANTONESE-EXPRESS-DAILY09	CP021B-R21	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ResultComplement	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-CHOR-2018-DIRECTIONALS,SRC-LAU-LEE-2021-RVC	CP021B-R10	COMPLETE_WITH_RESULTATIVE_AND_DAO_SUBTYPE_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ResultComplementVP	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-LAU-LEE-2021-RVC,SRC-SIO-BOND-2025	CP021B-R10	COMPLETE_WITH_LEXICAL_PHRASAL_AND_ASPECT_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ResultStateClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-FRANCIS-MATTHEWS-2005-VERB-CATEGORY;SRC-KEDZIOR-2023	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ScalarEvaluation	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LAM-2014-SURPASS-COMPARATIVE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R29	SOURCE_LINKED_LEXICAL_SYUN3_EVALUATION_AND_SCALAR_PREDICATION_SPLIT_WITH_PRICE_TEMPLATE_GAPS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ScalarRangeFragment	explicit_source_gap_quarantined	language	cantonese_language_claim	unsupported_generalization	0		CP021B-R19	LEXICAL_PRICE_RANGE_WRAPPER_UNEXERCISED_MERGE_OR_RETIRE		false	No inspected source establishes the exact standalone wrapper; dormant merge-or-retire candidate; non-promotable.
ScalarValueQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-YIP-MATTHEWS-2000-BASIC;SRC-TAM-2021-DOZE	CP021B-R19	PRICE_AMOUNT_AND_SCALAR_DIMENSION_QUESTION_SPLIT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SchedulingQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	SCHEDULING_DOMAIN_SOURCE_LINKED_EXACT_STANCE_ACTION_TIME_QUALITY_TEMPLATE_GAP_AND_ORDINARY_WH_REALIGNMENT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SeemingPerfectiveResultClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SerialVerbPurposeChain	external_source_mapped	language	cantonese_language_claim	research_pending	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LAM-BODOMO-2003-VERB-ORDER,SRC-MATTHEWS-2006-SVC	CP021B-R16	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SourceMotionClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LEUNG-2014-COVERBS,SRC-LEUNG-2026-MOTION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	COMPLETE_WITH_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SpeechTransferClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-MATTHEWS-2006-SVC,SRC-YIP-MATTHEWS-2017-INTERMEDIATE	CP021B-R31	EXACT_SURFACE_LINKED_TRANSPARENT_WRAPPER_REDUNDANCY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
StativeNominalComplement	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-SIO-2011-GE3	CP021B-R11	COMPLETE_WITH_HEADED_HEADLESS_AND_FINAL_GE3_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
StativePredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FRANCIS-MATTHEWS-2005-VERB-CATEGORY,SRC-YIP-1988-NEGATION	CP021B-R8	COMPLETE_WITH_BARE_DEGREE_NEGATION_AND_CLAUSE_SPLITS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
SuggestionQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TemporalAdverbialClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES	CP021B-R12	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TemporalClause	external_source_mapped	language	cantonese_language_claim	provisional	3	SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TimeNP	external_source_mapped	language	cantonese_language_claim	research_pending	4	SRC-TANG-2024-CANTONESE-GRAMMAR-GUIDE,SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TimeToActionFrame	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
Topic	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; RENAME_INTERNAL_DISCOURSE_TOPIC_ROLE_WRAPPER_NO_AUTOMATIC_SYNTACTIC_TOPIC_CLAIM	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
TopicComment	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; NARROW_TOPICCOMMENT_TO_COMPLETE_TOPIC_AND_TYPED_COMMENT_WITH_FULL_SPAN_COVERAGE	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
TopicCommentClause	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; RETIRE_DORMANT_DUPLICATE_OF_TOPICCOMMENT	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
TransformationResultFrame	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TransformationResultPredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
TransitiveVP	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	TRANSITIVE_SCHEMA_LINKED_VALENCY_AND_NULL_ARGUMENT_SPLIT		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
VPComplementFrame	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; NARROW_BY_LEXEME_COMPLEMENT_SELECTION_OR_MERGE_TO_TYPED_PREDICATES	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
VerbComplementVP	external_source_mapped	language	cantonese_language_claim	provisional	3	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK,SRC-LAU-LEE-2021-RVC,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY	CP021B-R10	COMPLETE_AS_HETEROGENEOUS_UMBRELLA_SPLIT		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
VocativeAddressTerm	external_source_mapped	language	lexicalized_language_claim	lexicalized_only	3	SRC-CHEUNG-1990-ADDRESS;SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	ADDRESS_SYSTEM_SOURCE_LINKED_LEXICAL_SOCIAL_SUBTYPES_AND_GENERATIVE_CROSSPRODUCT_NARROWING_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
WhClassifierQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-XIA-2025-CLASSIFIERS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
